fecha,positivoACOMAYO,positivo_rapidaACOMAYO,positivo_molecularACOMAYO,muestraACOMAYO,muestra_rapidaACOMAYO,muestra_molecularACOMAYO,sintomaticosACOMAYO,defuncionesACOMAYO,inicioACOMAYO,inicio_molecularACOMAYO,inicio_rapidaACOMAYO,recuperadoACOMAYO,positivoANTA,positivo_rapidaANTA,positivo_molecularANTA,muestraANTA,muestra_rapidaANTA,muestra_molecularANTA,sintomaticosANTA,defuncionesANTA,inicioANTA,inicio_molecularANTA,inicio_rapidaANTA,recuperadoANTA,positivoCALCA,positivo_rapidaCALCA,positivo_molecularCALCA,muestraCALCA,muestra_rapidaCALCA,muestra_molecularCALCA,sintomaticosCALCA,defuncionesCALCA,inicioCALCA,inicio_molecularCALCA,inicio_rapidaCALCA,recuperadoCALCA,positivoCANAS,positivo_rapidaCANAS,positivo_molecularCANAS,muestraCANAS,muestra_rapidaCANAS,muestra_molecularCANAS,sintomaticosCANAS,defuncionesCANAS,inicioCANAS,inicio_molecularCANAS,inicio_rapidaCANAS,recuperadoCANAS,positivoCANCHIS,positivo_rapidaCANCHIS,positivo_molecularCANCHIS,muestraCANCHIS,muestra_rapidaCANCHIS,muestra_molecularCANCHIS,sintomaticosCANCHIS,defuncionesCANCHIS,inicioCANCHIS,inicio_molecularCANCHIS,inicio_rapidaCANCHIS,recuperadoCANCHIS,positivoCHUMBIVILCAS,positivo_rapidaCHUMBIVILCAS,positivo_molecularCHUMBIVILCAS,muestraCHUMBIVILCAS,muestra_rapidaCHUMBIVILCAS,muestra_molecularCHUMBIVILCAS,sintomaticosCHUMBIVILCAS,defuncionesCHUMBIVILCAS,inicioCHUMBIVILCAS,inicio_molecularCHUMBIVILCAS,inicio_rapidaCHUMBIVILCAS,recuperadoCHUMBIVILCAS,positivoCUSCO,positivo_rapidaCUSCO,positivo_molecularCUSCO,muestraCUSCO,muestra_rapidaCUSCO,muestra_molecularCUSCO,sintomaticosCUSCO,defuncionesCUSCO,inicioCUSCO,inicio_molecularCUSCO,inicio_rapidaCUSCO,recuperadoCUSCO,positivoESPINAR,positivo_rapidaESPINAR,positivo_molecularESPINAR,muestraESPINAR,muestra_rapidaESPINAR,muestra_molecularESPINAR,sintomaticosESPINAR,defuncionesESPINAR,inicioESPINAR,inicio_molecularESPINAR,inicio_rapidaESPINAR,recuperadoESPINAR,positivoLACONVENCION,positivo_rapidaLACONVENCION,positivo_molecularLACONVENCION,muestraLACONVENCION,muestra_rapidaLACONVENCION,muestra_molecularLACONVENCION,sintomaticosLACONVENCION,defuncionesLACONVENCION,inicioLACONVENCION,inicio_molecularLACONVENCION,inicio_rapidaLACONVENCION,recuperadoLACONVENCION,positivoOTRO,positivo_rapidaOTRO,positivo_molecularOTRO,muestraOTRO,muestra_rapidaOTRO,muestra_molecularOTRO,sintomaticosOTRO,defuncionesOTRO,inicioOTRO,inicio_molecularOTRO,inicio_rapidaOTRO,recuperadoOTRO,positivoPARURO,positivo_rapidaPARURO,positivo_molecularPARURO,muestraPARURO,muestra_rapidaPARURO,muestra_molecularPARURO,sintomaticosPARURO,defuncionesPARURO,inicioPARURO,inicio_molecularPARURO,inicio_rapidaPARURO,recuperadoPARURO,positivoPAUCARTAMBO,positivo_rapidaPAUCARTAMBO,positivo_molecularPAUCARTAMBO,muestraPAUCARTAMBO,muestra_rapidaPAUCARTAMBO,muestra_molecularPAUCARTAMBO,sintomaticosPAUCARTAMBO,defuncionesPAUCARTAMBO,inicioPAUCARTAMBO,inicio_molecularPAUCARTAMBO,inicio_rapidaPAUCARTAMBO,recuperadoPAUCARTAMBO,positivoQUISPICANCHI,positivo_rapidaQUISPICANCHI,positivo_molecularQUISPICANCHI,muestraQUISPICANCHI,muestra_rapidaQUISPICANCHI,muestra_molecularQUISPICANCHI,sintomaticosQUISPICANCHI,defuncionesQUISPICANCHI,inicioQUISPICANCHI,inicio_molecularQUISPICANCHI,inicio_rapidaQUISPICANCHI,recuperadoQUISPICANCHI,positivoURUBAMBA,positivo_rapidaURUBAMBA,positivo_molecularURUBAMBA,muestraURUBAMBA,muestra_rapidaURUBAMBA,muestra_molecularURUBAMBA,sintomaticosURUBAMBA,defuncionesURUBAMBA,inicioURUBAMBA,inicio_molecularURUBAMBA,inicio_rapidaURUBAMBA,recuperadoURUBAMBA
2020-07-04,0,0,0,7,0,0,0,0,,,,1,1,1,0,47,0,0,0,0,,,,12,1,1,0,52,0,0,1,0,1,1,1,3,0,0,0,6,0,2,0,0,,,,,2,2,0,108,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,,,,,58,56,2,1301,0,14,6,1,38,21,21,38,6,6,0,249,0,1,0,0,1,0,0,,21,21,0,308,0,0,1,0,11,5,5,49,6,6,0,104,0,0,1,0,2,0,0,3,0,0,0,13,0,0,0,0,,,,,0,0,0,21,0,0,0,0,,,,,3,3,0,63,0,0,1,0,1,0,0,2,0,0,0,39,0,0,0,0,1,0,0,3
2020-07-05,0,0,0,7,0,1,0,0,,,,,1,1,0,5,0,0,0,0,1,1,1,1,0,0,0,10,0,2,0,0,0,0,0,,0,0,0,5,0,0,0,0,,,,,1,1,0,41,0,0,0,0,1,1,1,,0,0,0,1,0,0,0,0,,,,,28,19,9,306,0,19,13,2,57,36,36,9,0,0,0,16,0,0,0,0,1,0,0,,15,11,4,248,0,4,5,0,28,9,9,2,0,0,0,9,0,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0,1,1,1,,0,0,0,23,0,0,0,0,1,0,0,,0,0,0,20,0,0,0,0,3,2,2,,0,0,0,2,0,1,0,0,0,0,0,1
2020-07-06,0,0,0,48,0,0,0,0,0,0,0,,3,3,0,57,0,0,0,0,1,0,0,,5,5,0,47,0,0,0,0,1,1,1,,0,0,0,15,0,0,0,0,,,,,9,9,0,100,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,82,68,14,1394,0,22,16,0,70,46,46,45,4,4,0,185,0,0,0,0,,,,1,45,45,0,352,0,0,6,0,20,10,10,54,6,6,0,47,0,0,1,0,0,0,0,,1,1,0,92,0,0,0,0,,,,,0,0,0,44,0,0,0,0,,,,,3,2,1,87,0,1,1,0,1,0,0,,2,2,0,54,0,0,0,0,0,0,0,3
2020-07-07,3,3,0,39,0,0,1,0,,,,3,1,1,0,64,0,0,0,0,0,0,0,1,2,1,1,86,0,1,1,0,0,0,0,,0,0,0,10,0,0,0,0,,,,,6,6,0,104,0,0,0,0,1,0,0,5,1,1,0,56,0,0,0,0,1,1,1,1,91,79,12,1837,0,26,18,1,55,37,37,51,4,4,0,212,0,1,2,0,,,,6,29,20,9,349,0,17,10,0,15,4,4,11,0,0,0,72,0,0,0,0,1,0,0,,0,0,0,20,0,0,0,0,,,,1,0,0,0,56,0,0,0,0,,,,1,8,8,0,214,0,0,0,0,2,1,1,6,3,3,0,145,0,0,0,0,1,0,0,6
2020-07-08,0,0,0,20,0,0,0,0,,,,,5,5,0,41,0,1,0,0,,,,5,3,3,0,73,0,0,0,0,1,1,1,,0,0,0,14,0,0,0,0,,,,1,3,3,0,112,0,1,0,0,1,0,0,3,0,0,0,40,0,0,0,0,,,,,77,61,16,1355,0,34,22,2,45,26,26,56,2,2,0,91,0,0,0,0,,,,9,28,28,0,231,0,0,5,0,9,3,3,17,0,0,0,23,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,,,,,0,0,0,39,0,0,0,0,,,,,4,4,0,116,0,1,0,0,1,0,0,2,6,6,0,59,0,0,0,0,1,0,0,4
2020-07-09,1,1,0,7,0,0,0,0,,,,,7,6,1,111,0,1,1,0,0,0,0,1,3,1,2,49,0,4,1,0,,,,1,1,1,0,9,0,0,0,0,,,,2,3,3,0,73,0,0,0,0,2,0,0,3,2,2,0,121,0,0,0,0,,,,,73,54,19,1413,0,32,20,3,40,23,23,40,8,8,0,211,0,0,0,0,,,,4,22,22,0,294,0,0,5,0,9,6,6,70,1,1,0,34,0,0,0,0,0,0,0,2,1,1,0,30,0,0,0,0,,,,,0,0,0,16,0,0,0,0,,,,1,6,6,0,119,0,0,1,0,,,,1,4,4,0,67,0,0,0,0,,,,5
2020-07-10,0,0,0,19,0,0,0,0,3,1,1,,2,2,0,131,0,0,2,0,1,0,0,4,3,2,1,79,0,1,2,1,,,,1,0,0,0,10,0,0,0,0,1,0,0,1,4,4,0,90,0,0,0,0,2,1,1,2,2,2,0,76,0,0,0,0,0,0,0,1,103,81,22,1704,0,28,26,5,119,69,69,61,5,4,1,92,0,1,3,0,,,,3,57,41,16,282,0,16,18,0,22,11,11,44,3,3,0,45,0,0,2,0,3,0,0,,0,0,0,17,0,0,0,0,1,0,0,,0,0,0,47,0,0,0,0,,,,1,9,8,1,109,0,1,2,0,4,2,2,3,0,0,0,60,0,0,0,0,0,0,0,3
2020-07-11,0,0,0,8,0,1,0,0,,,,,5,4,1,43,0,2,1,0,1,0,0,1,0,0,0,46,0,0,0,0,1,1,1,2,0,0,0,21,0,0,0,0,,,,1,7,7,0,79,0,0,0,0,0,0,0,2,1,0,1,14,0,1,1,0,1,0,0,,115,78,37,1469,0,46,41,5,79,50,50,40,2,2,0,109,0,0,0,0,0,0,0,4,31,27,4,208,0,5,10,0,14,6,6,21,2,2,0,30,0,0,1,0,2,0,0,6,0,0,0,11,0,0,0,0,,,,,2,2,0,48,0,0,0,0,0,0,0,,10,8,2,87,0,3,2,0,,,,3,5,3,2,46,0,3,2,0,2,1,1,
2020-07-12,1,1,0,2,0,0,0,0,0,0,0,,0,0,0,23,0,0,0,0,2,1,1,1,0,0,0,7,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,26,0,0,0,0,2,0,0,1,0,0,0,10,0,0,0,0,,,,,18,18,0,232,0,0,2,4,73,48,48,21,4,4,0,23,0,0,0,0,1,0,0,,12,12,0,118,0,0,0,0,16,7,7,9,0,0,0,14,0,0,0,0,1,0,0,1,1,1,0,4,0,0,0,0,1,1,1,1,0,0,0,7,0,0,0,0,,,,,1,1,0,13,0,0,0,0,1,1,1,1,0,0,0,11,0,0,0,1,0,0,0,1
2020-07-13,0,0,0,12,0,0,0,0,0,0,0,,1,1,0,66,0,0,0,0,1,0,0,1,3,2,1,105,0,1,1,0,,,,4,0,0,0,24,0,1,0,0,3,0,0,,5,5,0,100,0,0,0,0,4,2,2,6,2,2,0,21,0,0,0,0,,,,,150,104,46,1741,0,72,56,1,82,50,50,64,2,1,1,244,0,1,0,0,0,0,0,4,81,72,9,362,0,14,12,0,17,12,12,43,7,7,0,64,0,0,2,0,4,0,0,6,0,0,0,70,0,0,0,0,0,0,0,1,1,1,0,70,0,0,0,0,0,0,0,,2,1,1,103,0,1,1,0,,,,2,2,2,0,43,0,0,0,0,,,,2
2020-07-14,0,0,0,9,0,0,0,0,,,,3,5,4,1,108,0,2,1,0,0,0,0,3,3,3,0,52,0,0,0,0,1,1,1,2,0,0,0,25,0,0,0,0,1,0,0,,6,5,1,95,0,1,2,0,1,0,0,4,5,5,0,175,0,0,0,0,1,0,0,,162,110,52,1704,0,69,64,3,83,36,36,79,9,9,0,201,0,0,0,0,2,1,1,2,92,92,0,423,0,0,7,0,20,8,8,28,1,1,0,38,0,0,1,0,4,0,0,1,1,1,0,34,0,0,0,0,,,,2,4,4,0,41,0,0,0,0,1,1,1,,10,9,1,116,0,2,1,0,1,0,0,9,5,5,0,54,0,0,0,0,2,1,1,4
2020-07-15,0,0,0,16,0,0,0,0,,,,,1,1,0,57,0,0,0,0,2,0,0,3,2,2,0,55,0,0,0,0,1,1,1,2,0,0,0,7,0,0,0,0,0,0,0,,8,8,0,87,0,0,0,0,1,1,1,3,1,1,0,104,0,1,0,0,1,0,0,,193,155,38,2482,0,71,49,4,132,68,68,72,2,2,0,151,0,0,0,0,0,0,0,2,53,34,19,672,0,25,21,0,27,14,14,30,6,6,0,54,0,0,2,0,5,0,0,,2,1,1,13,0,1,1,0,0,0,0,,1,1,0,25,0,0,0,0,0,0,0,,7,6,1,99,0,1,3,0,3,0,0,6,2,2,0,56,0,0,0,0,2,0,0,8
2020-07-16,4,3,1,19,0,1,1,0,0,0,0,,5,5,0,55,0,2,0,0,3,2,2,6,3,2,1,39,0,1,1,0,,,,,1,1,0,19,0,0,0,0,,,,1,4,4,0,91,0,0,0,0,2,0,0,1,3,3,0,47,0,0,0,0,1,0,0,1,191,157,34,1763,0,42,53,5,92,54,54,56,4,4,0,236,0,0,0,0,1,1,1,6,84,84,0,597,0,0,6,1,12,7,7,38,2,2,0,44,0,0,0,0,2,0,0,2,2,1,1,45,0,1,1,0,,,,1,0,0,0,25,0,0,0,0,1,0,0,1,18,18,0,192,0,0,1,0,3,1,1,6,2,1,1,41,0,1,1,0,2,1,1,7
2020-07-17,1,1,0,12,0,0,0,0,0,0,0,1,4,4,0,89,0,0,0,0,1,1,1,4,4,3,1,44,0,1,1,0,1,1,1,2,0,0,0,7,0,0,0,0,1,0,0,,4,4,0,96,0,0,0,0,7,1,1,3,0,0,0,39,0,0,0,0,0,0,0,3,240,187,53,2376,0,67,64,4,120,72,72,102,1,1,0,154,0,0,0,0,,,,3,68,64,4,604,0,7,7,1,22,12,12,43,2,2,0,63,0,0,0,0,2,0,0,2,1,1,0,30,0,0,1,0,0,0,0,,6,6,0,50,0,0,0,0,0,0,0,1,9,8,1,161,0,1,2,0,1,1,1,6,5,4,1,56,0,1,1,0,3,2,2,2
2020-07-18,1,1,0,18,0,0,0,0,0,0,0,,7,7,0,74,0,0,0,0,2,2,2,4,3,2,1,63,0,2,1,0,3,3,3,,2,2,0,39,0,0,0,0,1,0,0,,11,7,4,71,0,5,5,0,6,3,3,7,0,0,0,29,0,0,0,0,1,0,0,,189,128,61,1988,0,108,79,6,139,82,82,83,5,5,0,112,0,0,0,0,,,,3,36,23,13,542,0,22,15,0,20,12,12,23,2,2,0,81,0,0,1,0,6,0,0,3,0,0,0,8,0,1,0,0,,,,,0,0,0,37,0,0,0,0,0,0,0,2,8,8,0,123,0,1,0,0,2,0,0,7,3,3,0,58,0,3,0,0,2,1,1,3
2020-07-19,0,0,0,21,0,0,0,0,,,,1,1,1,0,13,0,0,0,0,1,1,1,,0,0,0,9,0,0,0,0,1,0,0,,0,0,0,5,0,0,0,1,1,0,0,,1,1,0,28,0,0,0,0,3,1,1,,0,0,0,8,0,0,0,0,,,,,41,41,0,406,0,0,6,3,137,75,75,32,1,1,0,43,0,0,0,0,1,0,0,4,9,9,0,79,0,1,1,0,25,18,18,13,1,1,0,17,0,0,0,0,3,0,0,,0,0,0,3,0,0,0,0,,,,1,0,0,0,9,0,0,0,0,0,0,0,,1,1,0,13,0,0,1,0,2,0,0,1,0,0,0,4,0,0,0,0,2,0,0,
2020-07-20,0,0,0,18,0,0,0,0,,,,,6,6,0,66,0,0,1,0,4,2,2,2,3,3,0,46,0,0,0,0,3,2,2,3,1,1,0,33,0,0,0,0,1,0,0,,13,13,0,161,0,1,1,0,10,2,2,7,0,0,0,24,0,0,0,0,,,,2,250,210,40,2434,0,54,71,7,242,113,113,116,11,11,0,159,0,0,0,0,2,1,1,1,61,61,0,420,0,0,26,0,37,24,24,70,3,3,0,53,0,0,0,0,6,0,0,6,1,1,0,35,0,0,0,0,1,1,1,,3,3,0,67,0,0,0,0,3,0,0,,8,8,0,181,0,1,1,0,4,3,3,2,4,4,0,44,0,0,0,0,3,0,0,2
2020-07-21,0,0,0,27,0,0,0,0,,,,1,6,6,0,177,0,1,1,0,1,1,1,4,5,3,2,40,0,3,2,0,1,0,0,3,0,0,0,19,0,0,0,0,,,,,13,13,0,86,0,0,0,0,6,3,3,6,2,2,0,43,0,0,0,0,2,1,1,2,278,198,80,2250,0,112,106,4,155,82,82,109,6,6,0,83,0,0,0,0,0,0,0,7,83,41,42,344,0,60,46,0,22,16,16,93,8,8,0,67,0,0,1,0,2,0,0,1,1,1,0,24,0,0,0,0,0,0,0,,2,2,0,55,0,0,0,0,,,,4,13,12,1,147,0,5,1,0,7,5,5,7,2,2,0,52,0,0,0,0,3,1,1,2
2020-07-22,1,1,0,34,0,2,1,0,0,0,0,,9,7,2,191,0,2,2,0,4,3,3,4,2,1,1,56,0,4,1,0,2,0,0,2,1,1,0,12,0,0,1,0,,,,,14,11,3,140,0,4,4,0,3,1,1,6,2,2,0,51,0,0,1,0,1,0,0,1,309,217,92,2320,0,121,130,16,188,100,100,119,7,6,1,153,0,1,2,0,2,0,0,1,50,35,15,294,0,58,21,1,29,22,22,32,5,5,0,57,0,0,2,0,4,0,0,6,0,0,0,18,0,0,0,0,,,,,2,1,1,47,0,2,1,0,1,0,0,1,15,15,0,178,0,0,0,0,2,2,2,5,4,4,0,112,0,0,0,1,2,2,2,3
2020-07-23,0,0,0,7,0,0,0,0,,,,4,4,4,0,127,0,0,0,0,3,2,2,4,6,6,0,43,0,0,0,0,0,0,0,4,5,5,0,13,0,0,3,0,0,0,0,1,3,3,0,174,0,0,0,0,3,1,1,5,2,2,0,30,0,0,0,0,1,0,0,4,294,245,49,2308,0,62,96,8,132,74,74,153,2,2,0,116,0,0,0,0,2,0,0,8,40,40,0,261,0,0,7,0,24,16,16,71,5,5,0,67,0,0,1,0,1,0,0,2,1,1,0,23,0,0,0,0,,,,1,1,1,0,38,0,0,0,0,2,0,0,,6,6,0,108,0,0,1,1,2,1,1,16,4,3,1,45,0,1,0,0,3,0,0,1
2020-07-24,2,2,0,14,0,0,0,0,,,,1,15,13,2,171,0,3,3,0,1,1,1,3,10,9,1,73,0,1,2,0,2,1,1,5,0,0,0,17,0,0,0,0,,,,,11,10,1,205,0,5,1,0,3,3,3,5,2,2,0,65,0,2,0,0,2,0,0,,340,265,75,2685,0,113,118,6,153,88,88,178,3,3,0,170,0,0,0,0,0,0,0,3,58,55,3,612,0,7,9,0,30,22,22,82,4,4,0,59,0,0,0,0,1,0,0,3,2,2,0,17,0,0,0,0,,,,1,0,0,0,69,0,1,0,0,4,1,1,6,10,10,0,181,0,1,1,0,5,2,2,11,8,8,0,82,0,1,1,0,2,1,1,3
2020-07-25,0,0,0,14,0,0,0,0,,,,,11,10,1,58,0,2,2,0,0,0,0,8,2,1,1,49,0,3,1,0,1,0,0,2,2,2,0,22,0,0,1,0,0,0,0,2,13,10,3,138,0,6,4,0,3,1,1,9,1,1,0,32,0,1,0,0,1,0,0,1,331,231,100,2225,0,145,130,12,207,99,99,151,6,5,1,32,0,2,1,0,2,0,0,7,128,93,35,388,0,78,41,0,32,17,17,27,6,6,0,40,0,0,1,0,2,0,0,2,1,1,0,12,0,2,0,0,1,1,1,,3,3,0,34,0,3,2,0,2,0,0,,10,9,1,124,0,1,2,0,6,3,3,10,9,5,4,59,0,6,5,0,3,3,3,5
2020-07-26,0,0,0,1,0,0,0,0,0,0,0,,4,2,2,41,0,3,3,0,3,0,0,,0,0,0,16,0,2,0,0,4,2,2,,0,0,0,5,0,0,0,0,1,1,1,,2,2,0,17,0,0,0,0,9,3,3,1,0,0,0,3,0,0,0,0,0,0,0,,191,92,99,796,0,153,118,9,175,95,95,38,1,0,1,36,0,1,1,0,1,0,0,1,17,15,2,84,0,5,2,0,37,22,22,9,2,2,0,17,0,0,1,0,4,0,0,1,1,1,0,3,0,0,0,0,,,,,1,1,0,8,0,0,0,0,3,2,2,,4,2,2,27,0,4,2,0,6,3,3,1,3,2,1,21,0,1,1,0,2,2,2,
2020-07-27,1,1,0,26,0,0,0,0,,,,,6,6,0,88,0,0,1,0,4,2,2,6,11,11,0,166,0,0,2,0,3,1,1,2,0,0,0,9,0,0,0,0,3,1,1,1,13,12,1,153,0,2,1,0,8,1,1,14,1,1,0,15,0,0,0,0,2,2,2,,407,354,53,2995,0,81,132,17,275,140,140,208,4,4,0,84,0,0,0,0,1,0,0,9,55,54,1,248,0,3,10,0,26,22,22,72,7,7,0,77,0,0,1,0,3,0,0,4,2,1,1,27,0,1,1,0,2,0,0,1,2,2,0,94,0,0,0,0,2,2,2,4,10,10,0,178,0,0,2,0,8,3,3,8,13,13,0,90,0,0,1,0,3,2,2,4
2020-07-28,0,0,0,3,0,0,0,0,1,0,0,,6,6,0,40,0,0,2,0,2,2,2,6,6,6,0,108,0,1,0,0,2,0,0,5,0,0,0,8,0,0,0,0,1,1,1,,4,4,0,138,0,0,1,0,10,1,1,14,4,4,0,20,0,0,1,0,7,0,0,5,232,231,1,1261,0,5,32,23,236,102,102,237,6,6,0,69,0,0,0,0,2,0,0,9,46,28,18,236,0,51,25,0,39,24,24,39,14,14,0,67,0,0,2,0,5,0,0,7,6,6,0,73,0,0,0,0,0,0,0,2,0,0,0,80,0,0,0,0,0,0,0,2,9,9,0,63,0,0,1,0,8,5,5,12,3,3,0,86,0,0,1,0,5,1,1,4
2020-07-29,5,5,0,20,0,0,0,0,0,0,0,1,11,8,3,164,0,9,4,0,5,3,3,6,6,6,0,58,0,2,2,0,0,0,0,2,4,4,0,26,0,0,1,0,2,2,2,1,12,10,2,216,0,5,3,0,8,3,3,10,5,5,0,94,0,0,1,0,3,1,1,2,511,408,103,2482,0,147,165,12,168,82,82,269,8,8,0,168,0,0,0,0,0,0,0,6,73,34,39,330,0,82,41,0,22,12,12,49,11,11,0,84,0,0,2,0,2,0,0,4,6,6,0,117,0,0,0,0,,,,2,4,4,0,27,0,0,0,0,2,2,2,1,22,19,3,167,0,4,5,0,5,1,1,16,8,7,1,98,0,4,2,0,2,0,0,5
2020-07-30,0,0,0,19,0,0,0,1,0,0,0,1,20,18,2,151,0,2,4,0,5,5,5,4,7,7,0,58,0,1,0,0,1,0,0,8,1,1,0,16,0,0,1,0,1,0,0,4,13,11,2,260,0,2,3,0,3,1,1,4,3,2,1,45,0,2,2,0,2,0,0,1,528,410,118,3092,0,189,187,22,165,82,82,235,5,5,0,136,0,0,0,0,2,0,0,2,66,33,33,296,0,57,37,0,17,10,10,44,9,9,0,66,0,0,1,0,3,0,0,4,2,2,0,74,0,0,0,0,2,2,2,2,2,1,1,38,0,1,2,0,2,1,1,1,23,20,3,178,0,3,6,0,3,2,2,8,12,10,2,88,0,2,3,0,3,1,1,3
2020-07-31,1,1,0,15,0,1,0,0,1,1,1,2,12,11,1,93,0,2,1,0,2,1,1,12,9,7,2,77,0,3,2,0,4,1,1,5,8,6,2,37,0,6,3,0,,,,,14,13,1,193,0,2,7,0,9,2,2,7,14,14,0,44,0,0,1,1,1,0,0,2,508,444,64,3166,0,100,124,30,163,88,88,293,6,6,0,149,0,0,1,0,2,1,1,3,103,76,27,860,0,56,36,0,17,11,11,58,9,9,0,88,0,0,2,0,3,0,0,3,2,2,0,16,0,0,0,0,0,0,0,1,8,8,0,47,0,1,2,0,,,,,20,14,6,129,0,7,7,0,1,0,0,9,7,7,0,148,0,0,0,2,5,2,2,8
2020-08-01,3,3,0,13,0,0,0,0,,,,1,40,39,1,149,0,1,1,0,9,2,2,6,4,4,0,127,0,0,0,0,5,2,2,2,5,5,0,72,0,0,0,0,1,0,0,2,5,5,0,107,0,0,0,1,19,1,1,13,4,4,0,52,0,0,0,0,8,0,0,1,431,374,57,2574,0,89,98,27,384,169,169,247,12,12,0,85,0,0,2,0,3,0,0,5,46,46,0,272,0,1,8,0,55,24,24,84,14,14,0,58,0,0,3,0,8,0,0,4,1,0,1,8,0,1,1,0,1,0,0,1,5,5,0,37,0,0,0,0,1,0,0,1,19,19,0,112,0,0,4,0,11,3,3,9,4,4,0,70,0,1,1,0,4,0,0,2
2020-08-02,1,1,0,3,0,0,0,0,,,,,2,2,0,13,0,0,0,0,4,4,4,2,2,2,0,20,0,0,1,1,4,2,2,,1,1,0,9,0,0,0,0,1,0,0,,3,3,0,18,0,0,2,0,8,3,3,2,2,2,0,6,0,0,2,0,4,0,0,,150,149,1,687,0,1,45,20,155,63,63,74,1,1,0,12,0,0,0,0,1,0,0,,14,14,0,151,0,0,3,1,22,9,9,19,3,3,0,28,0,0,0,0,4,0,0,1,1,1,0,2,0,0,0,0,1,0,0,1,1,1,0,7,0,0,1,0,2,1,1,1,6,6,0,71,0,0,2,0,2,0,0,2,1,1,0,13,0,0,0,0,5,1,1,
2020-08-03,2,2,0,17,0,0,1,0,,,,1,9,7,2,95,0,2,4,0,5,2,2,2,12,12,0,160,0,2,2,0,1,0,0,10,3,2,1,17,0,1,1,0,1,0,0,,24,24,0,244,0,0,2,1,15,4,4,12,7,6,1,41,0,1,1,0,3,0,0,1,703,624,79,3355,0,135,159,15,179,58,58,354,20,20,0,187,0,0,0,1,3,0,0,7,72,52,20,649,0,30,28,1,20,9,9,48,14,14,0,100,0,0,1,0,7,0,0,7,5,4,1,24,0,1,1,0,3,0,0,,4,4,0,50,0,0,1,0,1,0,0,1,15,15,0,256,0,0,0,1,6,1,1,7,16,13,3,113,0,3,3,0,3,0,0,11
2020-08-04,3,3,0,27,0,0,1,0,,,,,17,15,2,122,0,2,2,1,1,1,1,6,12,12,0,58,0,0,1,0,2,0,0,3,0,0,0,17,0,0,0,0,1,0,0,,21,17,4,172,0,6,4,0,12,0,0,4,1,1,0,32,0,0,0,0,4,0,0,2,674,633,41,3400,0,71,125,19,143,58,58,307,13,13,0,173,0,0,0,0,4,0,0,3,73,72,1,764,0,1,12,0,20,11,11,79,19,19,0,77,0,0,6,0,3,0,0,12,2,2,0,25,0,0,1,0,3,0,0,5,1,1,0,36,0,0,0,0,0,0,0,,17,8,9,160,0,9,10,0,7,2,2,10,9,9,0,56,0,1,0,1,2,1,1,3
2020-08-05,3,3,0,21,0,0,0,0,0,0,0,2,25,24,1,212,0,3,2,1,4,1,1,7,9,7,2,60,0,3,2,0,3,1,1,4,2,2,0,17,0,0,0,0,0,0,0,4,14,14,0,160,0,0,3,0,7,0,0,16,6,4,2,51,0,5,4,0,4,0,0,3,632,496,136,2741,0,180,220,13,188,60,60,443,10,10,0,114,0,1,0,1,0,0,0,7,69,65,4,471,0,8,32,0,27,11,11,51,14,14,0,73,0,0,3,0,10,0,0,9,5,5,0,45,0,0,1,0,1,0,0,6,7,4,3,46,0,4,4,0,5,1,1,5,26,23,3,141,0,3,8,0,6,3,3,17,17,14,3,103,0,6,5,0,3,0,0,7
2020-08-06,1,1,0,47,0,0,0,0,0,0,0,,16,13,3,105,0,7,3,0,3,2,2,17,8,7,1,66,0,4,3,0,3,2,2,6,3,2,1,28,0,7,1,0,2,0,0,1,23,19,4,165,0,7,8,0,8,1,1,10,3,3,0,21,0,0,1,0,4,0,0,3,688,560,128,3180,0,190,191,24,150,61,61,416,17,17,0,170,0,1,0,0,0,0,0,5,60,37,23,470,0,40,29,1,16,10,10,32,15,15,0,105,0,0,5,0,0,0,0,8,4,4,0,73,0,1,0,0,1,0,0,2,3,3,0,27,0,0,0,0,2,1,1,1,16,16,0,159,0,0,2,0,4,1,1,18,22,18,4,100,0,8,7,2,3,0,0,7
2020-08-07,1,1,0,18,0,0,0,0,0,0,0,1,25,25,0,218,0,1,3,0,5,2,2,13,6,6,0,57,0,0,1,0,0,0,0,13,3,3,0,33,0,0,1,0,0,0,0,2,13,13,0,112,0,0,3,0,11,2,2,12,0,0,0,50,0,0,0,0,3,0,0,10,711,617,94,3130,0,157,172,25,153,75,75,472,9,9,0,122,0,0,2,1,4,0,0,5,82,55,27,498,0,50,39,0,17,12,12,64,22,22,0,131,0,0,4,0,4,0,0,10,2,2,0,19,0,0,0,0,2,1,1,2,7,7,0,34,0,0,2,0,,,,5,15,15,0,117,0,2,3,0,1,1,1,13,22,22,0,71,0,0,5,1,3,1,1,9
