fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2020-03-06,,,,,,,,,,,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,1,,98,1,3,.20382166,.19047619
2020-03-07,,,,,,,,,,,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,,,,,2,,152,1,5,.1682243,.15384616
2020-03-08,,,,,,,,,,,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,,,,,3,,117,3,2,.22972973,.29032257
2020-03-09,,,,,,,,,,,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,,,,,4,,37,2,6,,
2020-03-10,,,,,,,,,,,3,2,2,1,,0,0,0,0,0,0,0,0,0,0,0,8,6,6,1,,,,,5,,111,0,6,.22105263,.29545453
2020-03-11,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,8,6,6,1,,,,,6,,73,3,3,.09565217,.12068965
2020-03-12,,,,,,,,,,,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,9,7,7,1,,,,,7,,132,3,6,.14563107,.36585367
2020-03-13,1,0,1,0,3,0,3,0,1,0,0,0,0,0,,1,0,1,0,3,0,3,0,0,1,0,9,7,7,1,.33333334,,.33333334,,8,0,110,5,5,.12195122,.2
2020-03-14,0,0,0,0,1,1,0,0,0,0,2,1,1,0,,1,0,1,0,4,1,3,0,0,1,0,11,8,8,1,0,0,,,9,0,218,7,9,.11695907,
2020-03-15,0,0,0,0,20,3,17,0,0,0,4,3,3,0,,1,0,1,0,24,4,20,0,0,1,0,15,11,11,1,0,0,0,,10,0,159,1,6,.061538462,.29310346
2020-03-16,0,0,0,0,2,0,2,0,0,0,3,2,2,0,,1,0,1,0,26,4,22,0,0,1,0,18,13,13,1,0,,0,,11,0,32,2,7,,
2020-03-17,0,0,0,0,1,0,1,0,0,0,4,2,2,0,,1,0,1,0,27,4,23,0,0,1,0,22,15,15,1,0,,0,,12,0,108,2,10,.11574074,.24561404
2020-03-18,3,0,3,0,16,0,16,0,3,0,5,4,4,0,,4,0,4,0,43,4,39,0,0,4,0,27,19,19,1,.1875,,.1875,,13,0,217,2,10,.11555555,.3882353
2020-03-19,0,0,0,0,3,2,1,0,0,0,2,2,2,0,,4,0,4,0,46,6,40,0,0,4,0,29,21,21,1,0,0,0,,14,0,318,3,9,.13855422,.31884059
2020-03-20,1,1,0,0,14,2,12,0,0,0,7,5,5,0,,5,1,4,0,60,8,52,0,0,4,0,36,26,26,1,.071428575,.5,0,,15,0,200,2,5,.17692308,.26041666
2020-03-21,0,0,0,0,12,0,12,0,0,0,4,3,3,0,,5,1,4,0,72,8,64,0,0,4,0,40,29,29,1,0,,0,,16,0,284,1,8,.14925373,.20930232
2020-03-22,3,1,2,0,5,1,4,0,2,0,4,3,3,0,,8,2,6,0,77,9,68,0,0,6,0,44,32,32,1,.60000002,1,.5,,17,0,316,2,11,.083333336,.11111111
2020-03-23,0,0,0,0,18,0,18,0,0,0,3,2,2,0,,8,2,6,0,95,9,86,0,0,6,0,47,34,34,1,0,,0,,18,0,45,5,7,,
2020-03-24,4,0,4,0,14,0,13,0,4,1,8,7,7,0,,12,2,10,0,109,9,99,0,0,10,1,55,41,41,1,.2857143,,.30769232,,19,0,129,3,9,.23999999,.21582733
2020-03-25,1,1,0,0,2,2,0,0,0,0,7,6,6,0,,13,3,10,0,111,11,99,0,0,10,1,62,47,47,1,.5,.5,,,20,0,63,2,17,.1491228,.22988506
2020-03-26,0,0,0,0,1,0,1,0,0,0,5,4,4,0,,13,3,10,0,112,11,100,0,0,10,1,67,51,51,1,0,,0,,21,0,112,0,7,.16666667,.32467532
2020-03-27,2,0,2,0,20,0,19,0,2,1,5,4,4,0,2,15,3,12,0,132,11,119,0,2,12,2,72,55,55,1,.1,,.10526316,,22,0,67,2,11,.081481479,.19736843
2020-03-28,16,0,16,0,32,1,31,0,16,0,2,1,1,0,,31,3,28,0,164,12,150,0,2,28,2,74,56,56,1,.5,0,.51612902,,23,0,26,1,9,.10309278,.31386861
2020-03-29,0,0,0,0,1,1,0,0,0,0,4,2,2,0,,31,3,28,0,165,13,150,0,2,28,2,78,58,58,1,0,0,,,24,0,76,1,11,.047619049,.17647059
2020-03-30,6,0,6,0,27,3,24,0,6,0,4,2,2,0,,37,3,34,0,192,16,174,0,2,34,2,82,60,60,1,.22222222,0,.25,,25,0,32,2,12,,0
2020-03-31,4,0,4,0,26,0,26,0,4,0,3,3,3,0,,41,3,38,0,218,16,200,0,2,38,2,85,63,63,1,.15384616,,.15384616,,26,0,108,1,16,.082352944,.23308271
2020-04-01,1,1,0,0,3,3,0,0,0,0,10,0,0,0,4,42,4,38,0,221,19,200,0,6,38,2,95,63,63,1,.33333334,.33333334,,,27,0,130,2,9,.26506025,.16053511
2020-04-02,7,1,6,0,19,3,15,0,6,1,5,1,1,0,,49,5,44,0,240,22,215,0,6,44,3,100,64,64,1,.36842105,.33333334,.40000001,,28,0,75,1,8,.071428575,.34054053
2020-04-03,4,0,4,0,18,1,17,0,4,0,4,1,1,0,,53,5,48,0,258,23,232,0,6,48,3,104,65,65,1,.22222222,0,.23529412,,29,0,71,2,9,.041666668,.28191489
2020-04-04,12,8,4,0,654,646,8,0,5,0,7,3,3,0,,65,13,52,0,912,669,240,0,6,53,3,111,68,68,1,.018348623,.012383901,.5,,30,0,46,1,14,.055555556,.20183486
2020-04-05,2,0,2,0,37,20,17,0,2,0,7,2,2,0,3,67,13,54,0,949,689,257,0,9,55,3,118,70,70,1,.054054055,0,.11764706,,31,0,65,1,16,.05479452,.29597703
2020-04-06,1,1,0,0,18,11,7,0,0,0,5,1,1,0,,68,14,54,0,967,700,264,0,9,55,3,123,71,71,1,.055555556,.090909094,0,,32,0,33,2,14,0,.71428573
2020-04-07,1,1,0,0,182,178,4,0,0,0,4,3,3,0,4,69,15,54,0,1149,878,268,0,13,55,3,127,74,74,1,.0054945056,.0056179776,0,,33,0,141,4,24,.0625,.28719723
2020-04-08,5,3,2,0,20,9,11,0,4,0,2,0,0,0,1,74,18,56,0,1169,887,279,0,14,59,3,129,74,74,1,.25,.33333334,.18181819,,34,0,122,0,14,.079545453,.27567568
2020-04-09,2,0,2,0,49,39,10,0,2,0,2,2,2,0,,76,18,58,0,1218,926,289,0,14,61,3,131,76,76,1,.040816326,0,.2,,35,0,156,1,9,.11320755,.38515902
2020-04-10,3,3,0,0,17,17,0,0,0,0,8,2,2,0,2,79,21,58,0,1235,943,289,0,16,61,3,139,78,78,1,.17647059,.17647059,,,36,0,155,1,11,.028985508,.11899313
2020-04-11,39,38,1,0,85,77,8,0,3,0,3,0,0,0,22,118,59,59,0,1320,1020,297,0,38,64,3,142,78,78,1,.45882353,.49350649,.125,,37,0,194,1,16,.05319149,.367713
2020-04-12,0,0,0,0,7,7,0,0,0,0,2,1,1,0,,118,59,59,0,1327,1027,297,0,38,64,3,144,79,79,1,0,0,,,38,0,149,4,10,0,.39871383
2020-04-13,1,0,1,0,47,40,7,0,0,0,2,0,0,0,6,119,59,60,0,1374,1067,304,0,44,64,3,146,79,79,1,.021276595,0,.14285715,,39,0,61,1,17,.92307693,1
2020-04-14,5,3,2,0,31,23,8,0,1,0,2,0,0,0,5,124,62,62,0,1405,1090,312,0,49,65,3,148,79,79,1,.16129032,.13043478,.25,,40,0,185,1,9,.090909094,.83333331
2020-04-15,1,1,0,0,157,157,0,0,0,0,11,1,1,0,3,125,63,62,0,1562,1247,312,0,52,65,3,159,80,80,1,.0063694268,.0063694268,,,41,0,172,0,19,.12941177,.40000001
2020-04-16,8,6,2,0,525,519,6,0,2,0,4,0,0,0,7,133,69,64,0,2087,1766,318,0,59,67,3,163,80,80,1,.015238095,.011560693,.33333334,,42,0,180,1,8,.16483517,.4759036
2020-04-17,11,10,1,0,392,385,7,0,1,0,11,0,0,1,6,144,79,65,0,2479,2151,325,0,65,68,3,174,80,80,2,.028061224,.025974026,.14285715,,43,0,215,0,14,.22033899,.43103448
2020-04-18,14,14,0,0,620,594,26,0,2,0,8,1,1,1,38,158,93,65,0,3099,2745,351,0,103,70,3,182,81,81,3,.022580646,.023569023,0,,44,0,416,2,23,.025641026,.5147059
2020-04-19,0,0,0,0,326,326,0,0,0,0,8,1,1,0,2,158,93,65,0,3425,3071,351,0,105,70,3,190,82,82,3,0,0,,,45,0,314,1,19,.12,.56043959
2020-04-20,18,18,0,0,741,739,2,0,4,0,23,1,1,2,1,176,111,65,0,4166,3810,353,0,106,74,3,213,83,83,5,.024291499,.024357239,0,,46,0,82,2,12,,.51813471
2020-04-21,6,6,0,0,502,491,11,0,3,0,14,0,0,0,3,182,117,65,0,4668,4301,364,0,109,77,3,227,83,83,5,.011952192,.012219959,0,,47,0,298,2,16,.19298245,.66891891
2020-04-22,23,22,1,0,516,510,5,0,5,1,10,1,1,0,3,205,139,66,0,5184,4811,369,0,112,82,4,237,84,84,5,.044573642,.043137256,.2,,48,0,253,0,7,.017241379,.49612403
2020-04-23,23,21,2,0,347,344,3,0,2,0,12,1,1,0,6,228,160,68,0,5531,5155,372,0,118,84,4,249,85,85,5,.066282421,.061046511,.66666669,,49,0,355,0,,.08219178,.43589744
2020-04-24,9,8,1,0,366,330,36,0,2,0,11,0,0,0,10,237,168,69,0,5897,5485,408,0,128,86,4,260,85,85,5,.024590164,.024242423,.027777778,,50,0,321,2,,.036363635,.431694
2020-04-25,13,13,0,0,239,231,8,0,1,0,8,0,0,0,18,250,181,69,0,6136,5716,416,0,146,87,4,268,85,85,5,.054393306,.056277055,0,,51,0,320,0,,0,.37113401
2020-04-26,0,0,0,0,18,11,7,0,0,0,3,1,1,1,,250,181,69,0,6154,5727,423,0,146,87,4,271,86,86,6,0,0,0,,52,0,302,0,,.043478262,.49519232
2020-04-27,14,14,0,0,239,227,12,0,2,0,9,2,2,0,16,264,195,69,0,6393,5954,435,0,162,89,4,280,88,88,6,.058577407,.06167401,0,,53,0,94,4,,,
2020-04-28,21,21,0,0,202,190,12,0,3,0,11,2,2,0,7,285,216,69,0,6595,6144,447,0,169,92,4,291,90,90,6,.10396039,.11052632,0,,54,0,300,1,,.050000001,.4180328
2020-04-29,23,21,2,0,425,396,29,0,9,0,10,0,0,0,11,308,237,71,0,7020,6540,476,0,180,101,4,301,90,90,6,.054117646,.053030305,.068965517,,55,0,298,3,,.31578946,.54424781
2020-04-30,39,39,0,0,423,411,12,0,10,0,13,0,0,0,14,347,276,71,0,7443,6951,488,0,194,111,4,314,90,90,6,.092198581,.094890513,0,,56,0,462,2,,.029411765,.46078432
2020-05-01,5,5,0,0,95,66,29,0,1,0,30,1,1,0,4,352,281,71,0,7538,7017,517,0,198,112,4,344,91,91,6,.052631579,.075757578,0,,57,0,377,0,,.076086953,.44936708
2020-05-02,16,16,0,0,170,166,4,0,4,0,12,2,2,0,13,368,297,71,0,7708,7183,521,0,211,116,4,356,93,93,6,.094117649,.096385539,0,,58,0,420,1,,.045454547,.55882353
2020-05-03,3,3,0,0,44,44,0,0,1,0,6,2,2,0,,371,300,71,0,7752,7227,521,0,211,117,4,362,95,95,6,.06818182,.06818182,,,59,0,341,1,,.05882353,.37640449
2020-05-04,11,10,1,0,440,419,21,0,4,0,10,2,2,1,16,382,310,72,0,8192,7646,542,0,227,121,4,372,97,97,7,.025,.023866348,.047619049,,60,0,214,3,,.05882353,0
2020-05-05,29,29,0,0,663,641,22,0,4,0,22,3,3,2,22,411,339,72,0,8855,8287,564,0,249,125,4,394,100,100,9,.043740574,.04524181,0,,61,0,446,2,,.021276595,.47368422
2020-05-06,55,51,4,0,1016,1005,11,0,7,0,16,3,3,0,25,466,390,76,0,9871,9292,575,0,274,132,4,410,103,103,9,.054133859,.05074627,.36363637,,62,0,359,1,,.010526316,.5089286
2020-05-07,47,44,3,0,552,540,11,0,7,1,9,2,2,0,49,513,434,79,0,10423,9832,586,0,323,139,5,419,105,105,9,.08514493,.081481479,.27272728,,63,0,331,1,,.016806724,.4519774
2020-05-08,48,47,1,0,679,664,15,0,8,0,4,0,0,0,9,561,481,80,0,11102,10496,601,0,332,147,5,423,105,105,9,.070692196,.070783131,.06666667,,64,0,347,0,,.052631579,.34693879
2020-05-09,14,14,0,0,326,312,14,0,1,0,8,1,1,0,16,575,495,80,0,11428,10808,615,0,348,148,5,431,106,106,9,.042944785,.044871796,0,,65,0,367,3,,.014705882,.4520548
2020-05-10,2,2,0,0,98,97,0,0,1,1,16,0,0,0,3,577,497,80,0,11526,10905,615,0,351,149,6,447,106,106,9,.020408163,.020618556,,,66,0,299,3,,.018691588,.58394158
2020-05-11,63,63,0,0,852,837,15,0,5,0,10,1,1,0,9,640,560,80,0,12378,11742,630,0,360,154,6,457,107,107,9,.07394366,.07526882,0,,67,0,150,2,,0,0
2020-05-12,44,43,1,0,735,705,30,0,2,0,16,7,7,0,15,684,603,81,0,13113,12447,660,0,375,156,6,473,114,114,9,.059863947,.060992908,.033333335,,68,0,411,2,,.034482758,.54074073
2020-05-13,76,74,2,0,1175,1164,10,0,8,1,10,5,5,1,40,760,677,83,0,14288,13611,670,0,415,164,7,483,119,119,10,.064680852,.063573882,.2,,69,0,399,0,,.0044052862,.39444444
2020-05-14,39,39,0,0,426,403,23,0,5,0,6,2,2,0,23,799,716,83,0,14714,14014,693,0,438,169,7,489,121,121,10,.091549292,.096774191,0,,70,0,395,0,,.039473683,.45625001
2020-05-15,10,9,1,0,448,432,14,0,4,2,20,6,6,2,22,809,725,84,0,15162,14446,707,0,460,173,9,509,127,127,12,.022321429,.020833334,.071428575,,71,0,356,0,,.073619634,.47857141
2020-05-16,16,16,0,0,398,370,28,0,1,0,13,5,5,1,7,825,741,84,0,15560,14816,735,0,467,174,9,522,132,132,13,.040201005,.043243244,0,,72,0,351,2,,.13043478,
2020-05-17,1,1,0,0,62,62,0,0,0,0,11,3,3,0,1,826,742,84,0,15622,14878,735,0,468,174,9,533,135,135,13,.016129032,.016129032,,,73,0,343,4,,.18181819,
2020-05-18,19,18,1,0,349,335,14,0,2,0,17,6,6,0,50,845,760,85,0,15971,15213,749,0,518,176,9,550,141,141,13,.054441262,.053731345,.071428575,,74,0,80,3,,,
2020-05-19,53,53,0,0,942,924,17,0,3,1,6,3,3,0,34,898,813,85,0,16913,16137,766,0,552,179,10,556,144,144,13,.056263268,.057359308,0,,75,0,421,1,,.12727273,
2020-05-20,37,36,1,0,711,696,15,0,3,0,17,4,4,0,69,935,849,86,0,17624,16833,781,0,621,182,10,573,148,148,13,.052039381,.05172414,.06666667,,76,0,328,2,,.083333336,
2020-05-21,49,44,5,0,950,934,16,0,12,0,3,1,1,0,49,984,893,91,0,18574,17767,797,0,670,194,10,576,149,149,13,.051578946,.047109209,.3125,,77,0,323,0,,.12857144,
2020-05-22,47,44,3,0,883,872,11,0,5,0,13,6,6,0,34,1031,937,94,0,19457,18639,808,0,704,199,10,589,155,155,13,.053227633,.050458714,.27272728,,78,0,317,0,,.21311475,
2020-05-23,34,33,1,0,505,490,15,0,4,0,5,0,0,0,16,1065,970,95,0,19962,19129,823,0,720,203,10,594,155,155,13,.067326732,.067346938,.06666667,,79,0,347,4,,.29850745,
2020-05-24,5,5,0,0,106,105,0,0,1,1,12,3,3,0,2,1070,975,95,0,20068,19234,823,0,722,204,11,606,158,158,13,.047169812,.047619049,,,80,0,313,0,,.081632651,
2020-05-25,45,38,7,0,692,668,24,0,12,0,26,7,7,0,25,1115,1013,102,0,20760,19902,847,0,747,216,11,632,165,165,13,.065028898,.056886226,.29166666,,81,0,124,1,,0,
2020-05-26,32,29,3,0,739,721,18,0,4,0,11,5,5,0,67,1147,1042,105,0,21499,20623,865,0,814,220,11,643,170,170,13,.043301757,.040221915,.16666667,,82,0,394,1,,.16129032,
2020-05-27,46,44,2,0,1009,998,11,0,5,0,9,2,2,0,48,1193,1086,107,0,22508,21621,876,0,862,225,11,652,172,172,13,.045589693,.044088177,.18181819,,83,0,367,5,,.32203391,
2020-05-28,53,53,0,0,943,942,1,0,5,0,15,3,3,0,42,1246,1139,107,0,23451,22563,877,0,904,230,11,667,175,175,13,.056203604,.056263268,0,,84,0,373,0,,.083333336,
2020-05-29,66,62,4,0,835,812,23,0,6,0,16,12,12,0,27,1312,1201,111,0,24286,23375,900,0,931,236,11,683,187,187,13,.079041913,.076354682,.17391305,,85,0,325,2,,.25641027,
2020-05-30,29,29,0,0,582,582,0,0,3,0,17,3,3,0,28,1341,1230,111,0,24868,23957,900,0,959,239,11,700,190,190,13,.049828179,.049828179,,,86,0,67,1,,.2857143,
2020-05-31,4,4,0,0,158,158,0,0,1,0,13,10,10,0,3,1345,1234,111,0,25026,24115,900,0,962,240,11,713,200,200,13,.025316456,.025316456,,,87,0,,1,,.036363635,
2020-06-01,44,41,3,0,995,958,37,0,8,0,38,12,12,1,24,1389,1275,114,0,26021,25073,937,0,986,248,11,751,212,212,14,.044221107,.042797495,.081081077,,88,0,,1,,0,
2020-06-02,43,38,5,0,835,818,17,0,8,0,21,10,10,1,20,1432,1313,119,0,26856,25891,954,0,1006,256,11,772,222,222,15,.051497005,.046454769,.29411766,,89,0,,4,,.059701491,
2020-06-03,46,42,4,0,743,732,9,0,11,2,18,6,6,0,45,1478,1355,123,0,27599,26623,963,0,1051,267,13,790,228,228,15,.061911169,.057377048,.44444445,,90,0,,9,,.084507041,
2020-06-04,67,65,2,0,1280,1270,8,0,16,2,26,13,13,0,55,1545,1420,125,0,28879,27893,971,0,1106,283,15,816,241,241,15,.052343749,.051181104,.25,,91,0,,4,,.10714286,
2020-06-05,44,38,6,0,1080,1068,11,0,9,1,18,6,6,1,63,1589,1458,131,0,29959,28961,982,0,1169,292,16,834,247,247,16,.04074074,.035580523,.54545456,,92,0,,3,,.090909094,
2020-06-06,78,44,34,0,894,854,40,0,35,0,24,12,12,0,30,1667,1502,165,0,30853,29815,1022,0,1199,327,16,858,259,259,16,.087248325,.051522247,.85000002,,93,0,,5,,.071428575,
2020-06-07,27,14,13,0,212,198,13,0,17,1,31,20,20,2,6,1694,1516,178,0,31065,30013,1035,0,1205,344,17,889,279,279,18,.1273585,.070707068,1,,94,0,,2,,.25531915,
2020-06-08,47,46,1,0,1472,1464,8,0,4,0,36,12,12,0,53,1741,1562,179,0,32537,31477,1043,0,1258,348,17,925,291,291,18,.031929348,.031420764,.125,,95,0,,6,,,
2020-06-09,109,103,6,0,1709,1690,18,0,9,1,13,2,2,0,42,1850,1665,185,0,34246,33167,1061,0,1300,357,18,938,293,293,18,.063779987,.060946744,.33333334,,96,0,,6,,.18032786,
2020-06-10,50,44,6,0,1433,1407,26,0,9,0,27,16,16,1,37,1900,1709,191,0,35679,34574,1087,0,1337,366,18,965,309,309,19,.034891836,.03127221,.23076923,,97,0,,3,,.047619049,
2020-06-11,42,40,2,0,1223,1202,20,0,10,1,12,8,8,0,57,1942,1749,193,0,36902,35776,1107,0,1394,376,19,977,317,317,19,.034341782,.033277869,.1,,98,0,,6,,.11538462,
2020-06-12,75,47,28,0,1624,1574,49,0,32,1,23,12,12,0,49,2017,1796,221,0,38526,37350,1156,0,1443,408,20,1000,329,329,19,.046182267,.029860228,.5714286,,99,0,,5,,.19047619,
2020-06-13,37,28,9,0,1274,1244,28,0,13,2,19,15,15,0,36,2054,1824,230,0,39800,38594,1184,0,1479,421,22,1019,344,344,19,.029042386,.022508038,.32142857,,100,0,,9,,.15384616,
2020-06-14,16,16,0,0,120,120,0,0,1,0,18,9,9,0,13,2070,1840,230,0,39920,38714,1184,0,1492,422,22,1037,353,353,19,.13333334,.13333334,,,101,0,,6,,.29032257,
2020-06-15,67,63,4,0,1493,1470,21,0,10,2,37,10,10,0,41,2137,1903,234,0,41413,40184,1205,0,1533,432,24,1074,363,363,19,.044876087,.042857144,.19047619,,102,0,,7,,,
2020-06-16,63,57,6,0,1680,1653,26,0,11,1,19,4,4,1,101,2200,1960,240,0,43093,41837,1231,0,1634,443,25,1093,367,367,20,.037500001,.034482758,.23076923,,103,0,,10,,.29545453,
2020-06-17,60,42,18,0,1676,1637,35,0,23,4,22,5,5,0,55,2260,2002,258,0,44769,43474,1266,0,1689,466,29,1115,372,372,20,.035799522,.025656689,.51428574,,104,0,,10,,.12068965,
2020-06-18,44,38,6,0,1657,1629,28,0,10,0,21,6,6,0,51,2304,2040,264,0,46426,45103,1294,0,1740,476,29,1136,378,378,20,.026554013,.023327194,.21428572,,105,0,,9,,.36585367,
2020-06-19,59,49,10,0,1495,1469,24,0,13,2,17,7,7,0,59,2363,2089,274,0,47921,46572,1318,0,1799,489,31,1153,385,385,20,.039464884,.033356026,.41666666,,106,0,,5,,.2,
2020-06-20,65,36,29,0,1246,1205,41,0,33,0,36,14,14,1,79,2428,2125,303,0,49167,47777,1359,0,1878,522,31,1189,399,399,21,.052166935,.029875519,.70731705,,107,0,,8,,,
2020-06-21,6,6,0,0,257,257,0,0,0,0,27,11,11,1,27,2434,2131,303,0,49424,48034,1359,0,1905,522,31,1216,410,410,22,.023346303,.023346303,,,108,0,,11,,.29310346,
2020-06-22,68,68,0,0,1554,1540,14,0,3,0,20,12,12,0,73,2502,2199,303,0,50978,49574,1373,0,1978,525,31,1236,422,422,22,.043758042,.044155844,0,,109,0,,7,,,
2020-06-23,114,107,7,0,1876,1860,16,0,9,0,15,7,7,0,73,2616,2306,310,0,52854,51434,1389,0,2051,534,31,1251,429,429,22,.060767591,.057526883,.4375,,110,0,,9,,.24561404,
2020-06-24,64,64,0,0,1128,1128,0,0,11,0,27,10,10,1,56,2680,2370,310,0,53982,52562,1389,0,2107,545,31,1278,439,439,23,.056737587,.056737587,,,111,0,,17,,.3882353,
2020-06-25,83,75,8,0,1806,1787,16,0,13,3,23,7,7,0,45,2763,2445,318,0,55788,54349,1405,0,2152,558,34,1301,446,446,23,.045957919,.041969784,.5,,112,0,,7,,.31884059,
2020-06-26,103,86,17,0,2583,2550,32,0,26,1,29,11,11,1,74,2866,2531,335,0,58371,56899,1437,0,2226,584,35,1330,457,457,24,.039876115,.033725489,.53125,,113,0,,11,,.26041666,
2020-06-27,86,82,4,0,1755,1729,26,0,16,0,25,11,11,2,37,2952,2613,339,0,60126,58628,1463,0,2263,600,35,1355,468,468,26,.049002849,.047426257,.15384616,,114,0,,9,,.20930232,
2020-06-28,29,28,1,0,337,333,1,0,1,3,33,14,14,0,7,2981,2641,340,0,60463,58961,1464,0,2270,601,38,1388,482,482,26,.086053416,.084084086,1,,115,0,,11,,.11111111,
2020-06-29,96,85,11,0,1695,1676,19,0,17,0,24,12,12,1,58,3077,2726,351,0,62158,60637,1483,0,2328,618,38,1412,494,494,27,.056637168,.05071599,.57894737,,116,0,,12,,,
2020-06-30,93,79,14,0,2567,2531,35,0,17,1,25,14,14,0,92,3170,2805,365,0,64725,63168,1518,0,2420,635,39,1437,508,508,27,.036229063,.031212959,.40000001,,117,0,,16,,.21582733,
2020-07-01,124,120,4,0,3090,3077,10,0,16,3,91,28,28,0,77,3294,2925,369,0,67815,66245,1528,0,2497,651,42,1528,536,536,27,.040129449,.038999025,.40000001,,118,0,,9,,.22988506,
2020-07-02,151,135,16,0,3044,3013,28,0,43,3,60,20,20,0,83,3445,3060,385,0,70859,69258,1556,0,2580,694,45,1588,556,556,27,.049605783,.04480584,.5714286,,119,0,,8,,.32467532,
2020-07-03,136,121,15,0,3481,3443,36,0,17,2,61,30,30,0,78,3581,3181,400,0,74340,72701,1592,0,2658,711,47,1649,586,586,27,.039069232,.03514377,.41666666,,120,0,,9,,.19736843,
2020-07-04,98,96,2,0,2348,2330,17,0,10,1,55,27,27,0,112,3679,3277,402,0,76688,75031,1609,0,2770,721,48,1704,613,613,27,.04173765,.041201718,.11764706,,121,0,,14,,.31386861,
2020-07-05,45,32,13,0,694,664,28,0,18,2,97,50,50,1,15,3724,3309,415,0,77382,75695,1637,0,2785,739,50,1801,663,663,28,.064841501,.048192769,.4642857,,122,0,,16,,.17647059,
2020-07-06,159,145,14,0,2528,2506,22,0,23,0,94,57,57,0,105,3883,3454,429,0,79910,78201,1659,0,2890,762,50,1895,720,720,28,.062895566,.057861134,.63636363,,123,0,,14,,0,
2020-07-07,148,126,22,0,3264,3218,45,0,32,1,77,43,43,0,92,4031,3580,451,0,83174,81419,1704,0,2982,794,51,1972,763,763,28,.045343138,.039154753,.48888889,,124,0,,24,,.23308271,
2020-07-08,128,112,16,0,2224,2185,37,0,27,2,61,30,30,0,101,4159,3692,467,0,85398,83604,1741,0,3083,821,53,2033,793,793,28,.057553958,.051258583,.43243244,,125,0,,14,,.16053511,
2020-07-09,132,110,22,0,2552,2512,37,0,28,3,51,29,29,0,130,4291,3802,489,0,87950,86116,1778,0,3213,849,56,2084,822,822,28,.05172414,.043789808,.5945946,,126,0,,9,,.34054053,
2020-07-10,188,147,41,0,2759,2707,47,0,55,5,156,84,84,0,125,4479,3949,530,0,90709,88823,1825,0,3338,904,61,2240,906,906,28,.068140633,.054303657,.87234044,,127,0,,11,,.28191489,
2020-07-11,180,133,47,0,2220,2155,60,0,58,5,102,58,58,1,80,4659,4082,577,0,92929,90978,1885,0,3418,962,66,2342,964,964,29,.081081077,.061716937,.78333336,,128,0,,16,,.20183486,
2020-07-12,37,37,0,0,491,486,0,0,2,5,98,58,58,0,36,4696,4119,577,0,93420,91464,1885,0,3454,964,71,2440,1022,1022,29,.075356416,.076131687,,,129,0,,10,,.29597703,
2020-07-13,256,198,58,0,3023,2932,90,0,72,1,112,64,64,1,133,4952,4317,635,0,96443,94396,1975,0,3587,1036,72,2552,1086,1086,30,.084684089,.067530699,.64444447,,130,0,,17,,.71428573,
2020-07-14,303,248,55,0,3076,2999,74,0,76,3,120,50,50,0,137,5255,4565,690,0,99519,97395,2049,0,3724,1112,75,2672,1136,1136,30,.098504551,.082694232,.74324322,,131,0,,9,,.28719723,
2020-07-15,276,218,58,0,3869,3772,93,0,75,4,178,83,83,2,126,5531,4783,748,0,103388,101167,2142,0,3850,1187,79,2850,1219,1219,32,.071336262,.057794273,.62365592,,132,0,,19,,.27567568,
2020-07-16,323,285,38,0,3213,3159,48,0,64,6,123,67,67,2,126,5854,5068,786,0,106601,104326,2190,0,3976,1251,85,2973,1286,1286,34,.1005291,.090218425,.79166669,,133,0,,8,,.38515902,
2020-07-17,345,285,60,0,3783,3701,77,0,76,5,159,91,91,0,172,6199,5353,846,0,110384,108027,2267,0,4148,1327,90,3132,1377,1377,34,.091197461,.077006213,.77922076,,134,0,,14,,.11899313,
2020-07-18,267,188,79,0,3240,3097,137,0,101,6,184,103,103,0,135,6466,5541,925,0,113624,111124,2404,0,4283,1428,96,3316,1480,1480,34,.082407407,.060703907,.57664233,,135,0,,23,,.367713,
2020-07-19,55,55,0,0,658,653,1,0,8,4,180,96,96,0,52,6521,5596,925,0,114282,111777,2405,0,4335,1436,100,3496,1576,1576,34,.083586626,.084226646,0,,136,0,,19,,.39871383,
2020-07-20,364,324,40,0,3739,3677,55,0,100,7,320,149,149,2,210,6885,5920,965,0,118021,115454,2460,0,4545,1536,107,3816,1725,1725,36,.097352237,.088115312,.72727275,,137,0,,12,,1,
