fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2021-01-16,314,201,103,10,2001,1602,348,45,120,6,90,66,66,4,109,80475,73481,6880,114,539843,516432,21512,525,78568,14023,1374,16086,7151,7151,123,.15692154,.12546816,.29597703,.22222222,317,0,,,,,
2021-01-17,82,71,5,6,452,411,7,29,25,5,98,68,68,4,57,80557,73552,6885,120,540295,516843,21519,554,78625,14048,1379,16184,7219,7219,127,.18141593,.17274939,.71428573,.20689656,318,0,,,,,
2021-01-18,298,191,83,24,1493,1105,289,90,104,9,144,89,89,9,161,80855,73743,6968,144,541788,517948,21808,644,78786,14152,1388,16328,7308,7308,136,.19959812,.17285068,.28719723,.26666668,319,0,,,,,
2021-01-19,253,169,51,33,1417,1128,185,98,68,6,97,74,74,3,141,81108,73912,7019,177,543205,519076,21993,742,78927,14220,1394,16425,7382,7382,139,.17854622,.1498227,.27567568,.33673468,320,0,,,,,
2021-01-20,355,216,109,30,1717,1324,283,103,141,7,175,113,113,8,153,81463,74128,7128,207,544922,520400,22276,845,79080,14361,1401,16600,7495,7495,147,.20675597,.163142,.38515902,.29126215,321,0,,,,,
2021-01-21,321,224,52,45,1903,1333,437,123,91,10,104,75,75,8,180,81784,74352,7180,252,546825,521733,22713,968,79260,14452,1411,16704,7570,7570,155,.16868103,.168042,.11899313,.36585367,322,0,,,,,
2021-01-22,320,207,82,31,1863,1509,223,121,130,10,104,76,76,8,396,82104,74559,7262,283,548688,523242,22936,1089,79656,14582,1421,16808,7646,7646,163,.17176597,.13717695,.367713,.25619835,323,0,,,,,
2021-01-23,302,145,124,33,1281,864,311,97,150,9,104,78,78,7,226,82406,74704,7386,316,549969,524106,23247,1186,79882,14732,1430,16912,7724,7724,170,.23575331,.16782407,.39871383,.34020618,324,0,,,,,
2021-01-24,94,88,3,3,645,612,3,25,26,5,116,81,81,19,76,82500,74792,7389,319,550614,524718,23250,1211,79958,14758,1435,17028,7805,7805,189,.14573644,.14379086,1,.12,325,0,,,,,
2021-01-25,300,230,5,65,1795,1584,6,197,49,8,136,82,82,16,234,82800,75022,7394,384,552409,526302,23256,1408,80192,14807,1443,17164,7887,7887,205,.16713092,.14520203,.83333331,.32994923,326,0,,,,,
2021-01-26,298,177,70,51,1871,1491,175,194,109,11,135,92,92,18,208,83098,75199,7464,435,554280,527793,23431,1602,80400,14916,1454,17299,7979,7979,223,.15927312,.11871228,.40000001,.26288658,327,0,,,,,
2021-01-27,462,215,158,89,2263,1622,332,302,203,7,104,67,67,23,274,83560,75414,7622,524,556543,529415,23763,1904,80674,15119,1461,17403,8046,8046,246,.20415378,.1325524,.4759036,.29470199,328,0,,,,,
2021-01-28,377,178,100,99,2144,1560,232,343,167,9,115,62,62,22,271,83937,75592,7722,623,558687,530975,23995,2247,80945,15286,1470,17518,8108,8108,268,.17583956,.11410256,.43103448,.28862974,329,0,,,,,
2021-01-29,420,188,140,92,2527,1866,272,372,190,17,62,41,41,12,261,84357,75780,7862,715,561214,532841,24267,2619,81206,15476,1487,17580,8149,8149,280,.16620499,.10075027,.5147059,.24731183,330,0,,,,,
2021-01-30,341,169,51,121,2667,1742,91,827,107,7,90,53,53,18,257,84698,75949,7913,836,563881,534583,24358,3446,81463,15583,1494,17670,8202,8202,298,.12785901,.097014926,.56043959,.14631197,331,0,,,,,
2021-01-31,214,67,100,47,963,562,193,197,121,11,72,43,43,16,94,84912,76016,8013,883,564844,535145,24551,3643,81557,15704,1505,17742,8245,8245,314,.22222222,.11921708,.51813471,.23857868,332,0,,,,,
2021-02-01,446,197,99,150,3189,2094,148,938,162,9,147,85,85,30,327,85358,76213,8112,1033,568033,537239,24699,4581,81884,15866,1514,17889,8330,8330,344,.13985576,.094078317,.66891891,.15991472,333,0,,,,,
2021-02-02,359,177,64,118,2538,1839,129,559,124,11,117,75,75,24,267,85717,76390,8176,1151,570571,539078,24828,5140,82151,15990,1525,18006,8405,8405,368,.14144996,.096247964,.49612403,.21109124,334,0,,,,,
2021-02-03,331,167,51,113,2571,1800,117,642,97,12,96,71,71,15,338,86048,76557,8227,1264,573142,540878,24945,5782,82489,16087,1537,18102,8476,8476,383,.12874368,.092777781,.43589744,.17601246,335,0,,,,,
2021-02-04,347,151,79,117,2833,1759,183,875,144,16,89,64,64,16,286,86395,76708,8306,1381,575975,542637,25128,6657,82775,16231,1553,18191,8540,8540,399,.122485,.085844226,.431694,.13371429,336,0,,,,,
2021-02-05,367,126,108,133,2520,1542,291,678,155,9,114,68,68,24,314,86762,76834,8414,1514,578495,544179,25419,7335,83089,16386,1562,18305,8608,8608,423,.14563492,.08171206,.37113401,.19616519,337,0,,,,,
2021-02-06,299,99,103,97,1994,1180,208,598,141,8,92,67,67,19,324,87061,76933,8517,1611,580489,545359,25627,7933,83413,16527,1570,18397,8675,8675,442,.14994985,.083898306,.49519232,.16220737,338,0,,,,,
2021-02-07,150,77,0,73,899,614,0,276,35,9,108,66,66,29,72,87211,77010,8517,1684,581388,545973,25627,8209,83485,16562,1579,18505,8741,8741,471,.16685206,.12540716,,.26449275,339,0,,,,,
2021-02-08,411,178,51,182,2943,2012,122,795,95,14,101,57,57,32,273,87622,77188,8568,1866,584331,547985,25749,9004,83758,16657,1593,18606,8798,8798,503,.13965341,.088469185,.4180328,.22893082,340,0,,,,,
2021-02-09,399,147,123,129,2538,1594,226,702,167,16,87,60,60,15,295,88021,77335,8691,1995,586869,549579,25975,9706,84053,16824,1609,18693,8858,8858,518,.15721039,.092220828,.54424781,.18376069,341,0,,,,,
2021-02-10,395,131,94,170,3480,2035,204,1227,145,14,107,59,59,23,440,88416,77466,8785,2165,590349,551614,26179,10933,84493,16969,1623,18800,8917,8917,541,.11350574,.064373463,.46078432,.13854931,342,0,,,,,
2021-02-11,356,165,71,120,2557,1739,158,636,103,24,75,53,53,14,356,88772,77631,8856,2285,592906,553353,26337,11569,84849,17072,1647,18875,8970,8970,555,.13922566,.094882116,.44936708,.18867925,343,0,,,,,
2021-02-12,351,132,76,143,2673,1689,136,834,131,14,86,50,50,26,371,89123,77763,8932,2428,595579,555042,26473,12403,85220,17203,1661,18961,9020,9020,581,.13131313,.078152753,.55882353,.17146283,344,0,,,,,
2021-02-13,343,164,67,112,2698,1736,178,775,112,9,96,64,64,24,281,89466,77927,8999,2540,598277,556778,26651,13178,85501,17315,1670,19057,9084,9084,605,.12713121,.094470046,.37640449,.14451613,345,0,,,,,
2021-02-14,80,26,0,54,550,310,5,224,16,11,85,49,49,25,226,89546,77953,8999,2594,598827,557088,26656,13402,85727,17331,1681,19142,9133,9133,630,.14545454,.08387097,0,.24107143,346,0,,,,,
2021-02-15,421,178,72,171,2732,1738,152,826,124,16,116,75,75,31,438,89967,78131,9071,2765,601559,558826,26808,14228,86165,17455,1697,19258,9208,9208,661,.15409955,.10241657,.47368422,.20702179,347,0,,,,,
2021-02-16,328,137,57,134,2480,1596,112,762,111,10,80,39,39,38,333,90295,78268,9128,2899,604039,560422,26920,14990,86498,17566,1707,19338,9247,9247,699,.13225806,.085839599,.5089286,.17585301,348,0,,,,,
2021-02-17,323,118,80,125,2476,1482,177,800,130,17,68,34,34,28,304,90618,78386,9208,3024,606515,561904,27097,15790,86802,17696,1724,19406,9281,9281,727,.13045235,.079622135,.4519774,.15625,349,0,,,,,
2021-02-18,317,131,51,135,2327,1449,147,722,93,9,75,56,56,16,370,90935,78517,9259,3159,608842,563353,27244,16512,87172,17789,1733,19481,9337,9337,743,.13622691,.090407178,.34693879,.18698061,350,0,,,,,
2021-02-19,347,109,66,172,2666,1591,146,910,117,19,72,36,36,31,371,91282,78626,9325,3331,611508,564944,27390,17422,87543,17906,1752,19553,9373,9373,774,.13015755,.068510368,.4520548,.18901099,351,0,,,,,
2021-02-20,313,92,80,141,2472,1460,137,867,122,8,96,63,63,30,358,91595,78718,9405,3472,613980,566404,27527,18289,87901,18028,1760,19649,9436,9436,804,.12661812,.063013695,.58394158,.16262975,352,0,,,,,
2021-02-21,124,56,0,68,771,447,3,307,36,14,33,19,19,12,101,91719,78774,9405,3540,614751,566851,27530,18596,88002,18064,1774,19682,9455,9455,816,.1608301,.12527964,0,.22149837,353,0,,,,,
2021-02-22,394,108,73,213,3228,1883,135,1187,138,23,20,8,8,11,404,92113,78882,9478,3753,617979,568734,27665,19783,88406,18202,1797,19702,9463,9463,827,.122057,.057355285,.54074073,.17944397,354,0,,,,,
2021-02-23,367,157,71,139,2677,1621,180,857,122,19,9,5,5,3,398,92480,79039,9549,3892,620656,570355,27845,20640,88804,18324,1816,19711,9468,9468,830,.13709377,.096853793,.39444444,.1621937,355,0,,,,,
2021-02-24,373,117,73,183,2563,1395,160,996,138,12,9,1,1,7,384,92853,79156,9622,4075,623219,571750,28005,21636,89188,18462,1828,19720,9469,9469,837,.14553258,.08387097,.45625001,.18373494,356,0,,,,,
2021-02-25,325,102,67,156,2212,1254,140,802,106,16,1,0,0,1,321,93178,79258,9689,4231,625431,573004,28145,22438,89509,18568,1844,19721,9469,9469,838,.14692585,.081339709,.47857141,.19451371,357,0,,,,,
2021-02-26,67,17,0,50,548,148,0,393,13,7,0,0,0,0,330,93245,79275,9689,4281,625979,573152,28145,22831,89839,18581,1851,19721,9469,9469,838,.12226278,.11486486,,.12722646,358,0,,,,,
2021-02-27,,,,,,,,,,,,,,,290,93245,79275,9689,4281,625979,573152,28145,22831,90129,18581,1851,19721,9469,9469,838,,,,,359,,,,,,
2021-02-28,,,,,,,,,,,0,0,0,0,105,93245,79275,9689,4281,625979,573152,28145,22831,90234,18581,1851,19721,9469,9469,838,,,,,360,,,,,,
2021-03-01,,,,,,,,,,,,,,,368,93245,79275,9689,4281,625979,573152,28145,22831,90602,18581,1851,19721,9469,9469,838,,,,,361,,,,,,
2021-03-02,,,,,,,,,,,,,,,354,93245,79275,9689,4281,625979,573152,28145,22831,90956,18581,1851,19721,9469,9469,838,,,,,362,,,,,,
2021-03-03,,,,,,,,,,,,,,,319,93245,79275,9689,4281,625979,573152,28145,22831,91275,18581,1851,19721,9469,9469,838,,,,,363,,,,,,
2021-03-04,,,,,,,,,,,,,,,295,93245,79275,9689,4281,625979,573152,28145,22831,91570,18581,1851,19721,9469,9469,838,,,,,364,,,,,,
2021-03-05,,,,,,,,,,,,,,,269,93245,79275,9689,4281,625979,573152,28145,22831,91839,18581,1851,19721,9469,9469,838,,,,,365,,,,,,
2021-03-06,,,,,,,,,,,,,,,229,93245,79275,9689,4281,625979,573152,28145,22831,92068,18581,1851,19721,9469,9469,838,,,,,366,,,,,,
2021-03-07,,,,,,,,,,,,,,,81,93245,79275,9689,4281,625979,573152,28145,22831,92149,18581,1851,19721,9469,9469,838,,,,,367,,,,,,
2021-03-08,,,,,,,,,,,,,,,302,93245,79275,9689,4281,625979,573152,28145,22831,92451,18581,1851,19721,9469,9469,838,,,,,368,,,,,,
2021-03-09,,,,,,,,,,,,,,,225,93245,79275,9689,4281,625979,573152,28145,22831,92676,18581,1851,19721,9469,9469,838,,,,,369,,,,,,
2021-03-10,,,,,,,,,,,,,,,279,93245,79275,9689,4281,625979,573152,28145,22831,92955,18581,1851,19721,9469,9469,838,,,,,370,,,,,,
2021-03-11,,,,,,,,,,,,,,,237,93245,79275,9689,4281,625979,573152,28145,22831,93192,18581,1851,19721,9469,9469,838,,,,,371,,,,,,
2021-03-12,,,,,,,,,,,,,,,53,93245,79275,9689,4281,625979,573152,28145,22831,93245,18581,1851,19721,9469,9469,838,,,,,372,,,,,,
2021-12-04,,,,,,,,,,,0,0,0,0,,93245,79275,9689,4281,625979,573152,28145,22831,93245,18581,1851,19721,9469,9469,838,,,,,373,,,,,,
,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,93246,79275,9690,4281,625980,573152,28146,22831,93245,18582,1851,19721,9469,9469,838,1,,1,,374,0,1,0,0,1,1
